project,repo,defect_id,date,evidence_type,evidence_url,commit_sha,defect_class,class_confidence,discovery_venue,venue_confidence,description,evidence_quote,experiment_ruining_proposed,ruining_rationale,fix_files,fix_loc
AirStack-core,castacks/AirStack,AirStack-core-044,2026-07-31,ci_run,https://github.com/castacks/AirStack/actions/runs/30657350644,f56810dca581bf16b6fb272979139d9342cb86c8,build,high,ci_premerge,high,[harness] OSMO runner dockerd kept its data-root on the pod's overlayfs rootfs; every image build failed with overlay-mount EINVAL (build_docker and build_packages),"AssertionError: ms-airsim build failed (exit 1): #8 ERROR: mount source: ""overlay"", target: ""/var/lib/docker/buildkit/containerd-overlayfs/cachemounts/..."", err: invalid argument",no,"CI-runner storage configuration; blocks builds, not flights.",.github/orchestrator/README.md; .github/orchestrator/build-and-push.sh; .github/orchestrator/build-runner-on-osmo.yaml; .github/orchestrator/config.example.yaml; .github/orchestrator/runner-entrypoint.sh; .github/orchestrator/runner.Dockerfile; (+1 more),+210/-11
AirStack-core,castacks/AirStack,AirStack-core-045,2026-08-04,commit_msg,https://github.com/castacks/AirStack/commit/38be4ba09b497425e9e1427de7db2aad8696dc8d,234587aa05b1011d5f20bf8c0a2857433eedf3fc,parameter,medium,unknown,low,[stack] RECORD_BAGS env var was not passed through to the bag-recorder launch; enabling bag recording had no effect,make RECORD_BAGS actually reach the bag recorder,uncertain,"Silent loss of flight logs, noticed only after a session.",common/ros_packages/logging/logging_bringup/launch/logging.launch.xml; robot/docker/robot-base-docker-compose.yaml (PR commit 38be4ba09b; commit_sha is the squash merge),+7/-4
AirStack-core,castacks/AirStack,AirStack-core-046,2026-08-04,commit_msg,https://github.com/castacks/AirStack/commit/e41e30dcf3ce9b59feb06fc8b627e87e6fe4ef27,55d9b887d983c4837e350b1102543897f307c4cf,tf_frame,high,sim_interactive,high,[harness] waypoint test published nav_msgs/Path with an empty frame_id; droan_gl crashed with an uncaught tf2::InvalidArgumentException in its plan transform,Fixes found by flying: - Path header frame: an empty frame_id crashed droan_gl (uncaught tf2::InvalidArgumentException in its plan TF transform),uncertain,"The crash is in the local planner; a frame-less Path from any client would kill it in flight, but the fix landed only in the test client.",tests/system/test_waypoint_flight.py; tests/waypoint_checker.py; tests/conftest.py; tests/README.md (PR commit e41e30dcf3; commit_sha is the squash merge),"+152/-38 (PR commit e41e30dcf3, whole commit; also retunes tolerances)"
AirStack-core,castacks/AirStack,AirStack-core-047,2026-08-05,commit_msg,https://github.com/castacks/AirStack/commit/cec4be2362644fd7bf8a016bb2b681d653ddd831,234587aa05b1011d5f20bf8c0a2857433eedf3fc,remap_topic,high,unknown,low,"[stack] bag-recording status topic bridged gcs->robot, the same direction as the command it answers; status never reached the GCS, Recording label stayed blank","It was bridged gcs -> robot, the same direction as the command it answers, so status never reached the GCS and the rqt Recording: label stayed blank.",no,Operator indicator only.,robot/ros_ws/src/autonomy_bringup/onboard_all/config/domain_bridge.yaml (PR commit cec4be2362; commit_sha is the squash merge),+2/-2
AirStack-core,castacks/AirStack,AirStack-core-048,2026-08-05,commit_msg,https://github.com/castacks/AirStack/commit/a9ab6774a7e857bb16d28c17e312baaf0fc04562,234587aa05b1011d5f20bf8c0a2857433eedf3fc,other,high,unknown,low,"[stack] ros2 bag renamed --exclude to --exclude-regex; old flag became an ambiguous prefix, argparse rejected the command and bag sections using exclude recorded nothing","ros2 bag record renamed --exclude to --exclude-regex, and the old name is now an ambiguous prefix of four options, so argparse rejected the command and any section using exclude: recorded nothing.",uncertain,Silent data loss: the main bag section recorded nothing until inspected.,common/ros_packages/logging/bag_recorder_pid/bag_record_pid/bag_record_node.py (PR commit a9ab6774a7; commit_sha is the squash merge),+4/-3
AirStack-core,castacks/AirStack,AirStack-core-049,2026-08-07,ci_run,https://github.com/castacks/AirStack/actions/runs/31219923715,b093327b69f70c07d84085802daa3a11ecbbb58f,logic,high,ci_premerge,high,[harness] docker_image_plan.py fed NUM_ROBOTS with its trailing inline comment into compose config; deploy.replicas strconv.Atoi failed (docker-build workflow),"error while interpolating services.robot-desktop.deploy.replicas: failed to cast to expected type: strconv.Atoi: parsing ""1\""  # Number of robot containers to launch."": invalid syntax",no,Publishing-workflow script bug; no runtime component involved.,.github/workflows/scripts/docker_image_plan.py,+18/-2
AirStack-core,castacks/AirStack,AirStack-core-050,2026-08-07,ci_run,https://github.com/castacks/AirStack/actions/runs/31210711111,d18efe976263f172cf03b312fbd7c86d541207d9,build,high,ci_premerge,high,[stack] isaac-sim Dockerfile PX4 ubuntu.sh step: dpkg configure of ca-certificates/software-properties-common failed on the NVIDIA base; image unbuildable (test_build_isaac_sim),AssertionError: isaac-sim build failed (exit 100): dpkg: error processing package python3-software-properties (--configure),no,Image build failure; surfaces before the simulator can start.,.env; CHANGELOG.md; robot/docker/Dockerfile.robot; simulation/isaac-sim/docker/Dockerfile.isaac-ros; tests/colcon_unit_test_packages.yaml,+29/-5
AirStack-core,castacks/AirStack,AirStack-core-051,2026-08-11,ci_run,https://github.com/castacks/AirStack/actions/runs/31531882550,81f79105fd8da88446d1c8899d7a737df3d8e040,logic,high,ci_premerge,high,"[harness] colcon --pytest-args passed through nested bash quoting; pytest read '-p no:launch_testing' as an -m expression or path, failing test_colcon_test_robot (three fix attempts)","AssertionError: colcon test failed (packages: natnet_ros2, lidar_point_cloud_filter) / A single quoted blob made pytest treat ""-p no:launch_testing"" as part of the -m expression",no,Test-harness argument plumbing; no runtime behavior involved.,tests/colcon_unit_test_packages.yaml; tests/conftest.py,+8/-2
AirStack-core,castacks/AirStack,AirStack-core-052,2026-08-12,commit_msg,https://github.com/castacks/AirStack/commit/1c41f8c029a6b579fa3910e8c69c0dcc02e78c22,1c41f8c029a6b579fa3910e8c69c0dcc02e78c22,logic,high,unknown,low,"[harness] test_px4_fuses_vision only waited for local_position/pose, which publishes from GPS; the vision-fusion test passed with vision disabled","test_px4_fuses_vision claimed to prove EKF2 fused the external vision but only waited for local_position/pose, which publishes off GPS regardless — it passed with vision disabled",no,Test proved nothing; the underlying stack was separately fixed (EKF2_EV_CTRL row).,tests/system/test_optitrack_e2e.py (PR commit 5e9bf19a28 'fly a circle on mocap fusion instead of asserting a topic exists'; commit_sha is the squash merge),n/a (fix commit not in local clone; landed inside squash 1c41f8c0)
AirStack-core,castacks/AirStack,AirStack-core-053,2026-08-12,ci_run,https://github.com/castacks/AirStack/actions/runs/31648899927,40f526f21d068082c45367f5e13a17b21cc4dae2,parameter,high,ci_premerge,high,[harness] '-m not linter' passed via PYTEST_ADDOPTS never reached ament's pytest runner; copyright/flake8/pep257 linters ran and failed colcon test,"PYTEST_ADDOPTS -m not linter never reached ament pytest, so copyright / flake8 / pep257 still ran after the unit tests passed",no,Harness-only defect.,robot/ros_ws/src/sensors/lidar_point_cloud_filter/setup.cfg; robot/ros_ws/src/sensors/lidar_point_cloud_filter/test/conftest.py; tests/colcon_unit_test_packages.yaml; tests/system/test_build_packages.py,+24/-10
AirStack-core,castacks/AirStack,AirStack-core-054,2026-08-12,ci_run,https://github.com/castacks/AirStack/actions/runs/31640024989,865eb0de957bf783131a6f1f90bbe5ac58a831e9,build,high,ci_premerge,high,[stack] robot image pip pulled pytest>=8 over apt pytest 7.4; launch_testing's removed path= hook aborted every in-container pytest (colcon test); pinned and plugin autoload disabled,Argument(s) {'path'} are declared in the hookimpl but can not be found in the hookspec,no,Breaks colcon test inside the image; does not affect flight nodes.,tests/colcon_unit_test_packages.yaml; tests/system/test_build_packages.py,+11/-10
AirStack-core,castacks/AirStack,AirStack-core-055,2026-08-12,ci_run,https://github.com/castacks/AirStack/actions/runs/31627002357,8acd7a515282aaeaadc6572be4514e11ec531bb7,logic,high,ci_premerge,high,[harness] conftest helper named pytest_addopts_env was auto-registered as a pytest hook; PluginValidationError aborted the whole run with exit code 3,Process completed with exit code 3. / conftest functions named pytest_* are registered as hooks. pytest_addopts_env caused PluginValidationError and exit code 3.,no,Harness-only defect.,tests/conftest.py; tests/system/test_build_packages.py,+10/-5
AirStack-core,castacks/AirStack,AirStack-core-056,2026-08-12,commit_msg,https://github.com/castacks/AirStack/commit/fe3fc72e8a72ef050f9d8ec2f5809d5517d7253c,fe3fc72e8a72ef050f9d8ec2f5809d5517d7253c,parameter,high,unknown,low,"[stack] isaac compose set no PX4 params, so EKF2_EV_CTRL stayed 0; PX4 discarded the mocap stream and flew on sim GPS while the emulator streamed","EKF2_EV_CTRL defaults to 0, and the isaac compose set no PX4 params at all, so PX4 discarded the vision entirely and flew on sim GPS. The emulator could stream perfectly and change nothing.",uncertain,Vehicle flies on the wrong estimator without any error.,simulation/isaac-sim/docker/docker-compose.yaml,+42/-0 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-057,2026-08-13,commit_msg,https://github.com/castacks/AirStack/commit/2a5d89bdb1b4d9a5683492aabd13e270bc9e38fc,2a5d89bdb1b4d9a5683492aabd13e270bc9e38fc,build,high,unknown,low,[stack] mavros geoid dataset installer swallowed download failures; image could ship without egm96-5 and mavros_node threw std::invalid_argument at startup,"mavros' install_geographiclib_datasets.sh sends the downloader's output to /dev/null and, on failure, prints ""Error while installing"" and returns without a non-zero exit, so the RUN layer succeeded regardless.",no,mavros dies at container start; caught at bring-up.,robot/docker/Dockerfile.robot,+9/-1 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-058,2026-08-14,commit_msg,https://github.com/castacks/AirStack/commit/de383c78703dc8e9e2f48db3002392ff8ddbfd6c,de383c78703dc8e9e2f48db3002392ff8ddbfd6c,logic,high,unknown,low,[stack] validate_connection_type silently fell back to unicast for any unknown value; a typo produced a client on the wrong transport that never received a frame,"""mutlicast"" or ""Unicast"" produced a client that connected on the wrong transport and then never received a frame — with only a warning to show for it",uncertain,Silent misconfiguration; surfaces as no mocap poses.,robot/ros_ws/src/perception/natnet_ros2/include/natnet_ros2/natnet_logic.hpp; robot/ros_ws/src/perception/natnet_ros2/src/natnet_ros2_node.cpp,+24/-18 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-059,2026-08-15,commit_msg,https://github.com/castacks/AirStack/commit/19402c2223812c9f454c1ffe0dd2d854b48d3e93,19402c2223812c9f454c1ffe0dd2d854b48d3e93,other,medium,unknown,low,[harness] emulator unit tests imported helpers only via a sys.path side effect of another test module; narrowing the run to -m unit broke collection,Narrowing the run (-m unit --ignore=integration) dropped that side effect and broke collection.,no,Test collection only.,tests/conftest.py,+14/-0 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-060,2026-08-15,commit_msg,https://github.com/castacks/AirStack/commit/ddd28996cfee3617b15ea9fa99428d67f211ec99,ddd28996cfee3617b15ea9fa99428d67f211ec99,logic,high,unknown,low,"[stack] NatNet emulator sMarker.pack used '<i5fhf' for four floats; every labeled-marker pack raised struct.error (latent, no caller yet)","sMarker.pack used '<i5fhf', which expects five floats between ID and params but is only given four (x, y, z, size), so every call raised struct.error.",no,Latent path no caller exercised.,simulation/isaac-sim/extensions/optitrack.natnet.emulator/optitrack/natnet/emulator/server/natnet_data_types.py,+1/-1 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-061,2026-08-16,commit_msg,https://github.com/castacks/AirStack/commit/8bb38ba059f074df495228204109830d624b7f33,8bb38ba059f074df495228204109830d624b7f33,timing_clock,high,sim_interactive,low,[harness] optitrack e2e armed on local_position/pose before EKF2 converged; takeoff returned 'failed to arm' with GPS/baro/range aiding off,"/pose fires earlier, and the takeoff dispatched in that window returned ""failed to arm""",uncertain,"Arming rejection at takeoff; an operator would retry, a scripted mission might abort.",tests/system/test_optitrack_e2e.py,+54/-8
AirStack-core,castacks/AirStack,AirStack-core-062,2026-08-17,ci_run,https://github.com/castacks/AirStack/actions/runs/32073548050,4a78ea28cf52e64664e87bc1b1a4369a1bd7e403,logic,high,ci_premerge,high,"[harness] pytest tests/ on the host also collected ROS-package, ament-lint and MAC-VO submodule test files; 55 collection errors (rclpy/torch missing), exit 2",collecting ... collected 252 items / 55 errors ... ModuleNotFoundError: No module named 'rclpy',no,Harness collection scope; no runtime behavior involved.,.agents/skills/add-unit-tests/SKILL.md; .agents/skills/bump-version-and-release/SKILL.md; .agents/skills/run-system-tests/SKILL.md; .github/workflows/system-tests.yml; .github/workflows/unit-tests.yml; AGENTS.md; (+15 more),+1118/-178
AirStack-core,castacks/AirStack,AirStack-core-063,2026-08-17,commit_msg,https://github.com/castacks/AirStack/commit/a615a2466e95133e85998c2f1c5b7c6a28fd6de0,a615a2466e95133e85998c2f1c5b7c6a28fd6de0,logic,high,unknown,low,[harness] conftest injection guard treated 'pytest tests/' as a narrowed run; co-located Python unit tests were never collected in CI (97 of 252 items),CI's `pytest tests/` collected 97 of 252 items and the Python unit tests ran nowhere,no,Harness collection scope only.,.agents/skills/add-unit-tests/SKILL.md; .agents/skills/run-system-tests/SKILL.md; CHANGELOG.md; docs/development/intermediate/testing/index.md; docs/development/intermediate/testing/unit_testing.md; tests/conftest.py; (+3 more),+190/-58
AirStack-core,castacks/AirStack,AirStack-core-064,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/05db6c5f9e6176499601244f55fe36ddbe1f278c,05db6c5f9e6176499601244f55fe36ddbe1f278c,timing_clock,high,unknown,low,[stack] effective-config run directory keyed by wall-clock seconds; back-to-back dry-runs collided in one dir and made a contract test flaky,"Back-to-back 'airstack up --dry-run' calls within one second landed in the same .airstack/runs/<ts>/ dir, making test_effective_config_dump_written flaky.",no,CLI bookkeeping only.,airstack.sh,+2/-1
AirStack-core,castacks/AirStack,AirStack-core-065,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/19c4adc4e289686716c58533e1d208bc30ad1ab2,19c4adc4e289686716c58533e1d208bc30ad1ab2,remap_topic,medium,unknown,low,[stack] legacy local_macvo_obstacle_avoidance launch wired wrong local_-prefixed args and disparity topic and never enabled MACVO; the full_macvo stack file corrects the wiring,"full_macvo FIXES the broken local_macvo_obstacle_avoidance.launch.xml wiring in the stack file (correct local_-prefixed args, real perception/macvo/disparity topic, launch_macvo actually enabled)",uncertain,The MACVO variant never produced a working obstacle pipeline.,stacks/full_macvo/README.md; stacks/full_macvo/docker-compose.yaml; stacks/full_macvo/launch/stack.launch.xml; stacks/full_macvo/modules.repos,+167/-0 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-066,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/643d0c3475371186153b88832108c4a4f8f2593f,643d0c3475371186153b88832108c4a4f8f2593f,parameter,medium,unknown,low,"[stack] fleet spawner gave single-robot fleets multi-style prim/node names, diverging from the validated single-drone script's /World/base_link and PX4Multirotor","Single-robot fleets must be byte-equivalent to the validated example_one script, including the historical single-drone prim and node names",uncertain,"Prim-name divergence breaks anything keyed on the historical names (sensor subgraphs, goldens).",simulation/isaac-sim/launch_scripts/fleet_spawn.py,+6/-0
AirStack-core,castacks/AirStack,AirStack-core-067,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/6f436d879842abb28e1ca6faa3f6af2bc87abdec,6f436d879842abb28e1ca6faa3f6af2bc87abdec,parameter,medium,unknown,low,"[stack] generic launch-arg names (config_file, args, publish_rate) collided across includes in one launch tree; a module's include silently took another's values (bit asm_optitrack)","generic launch-config names killed (the global-collision class that bit asm_optitrack): interpolate_dds_router config_file/args -> dds_router_config_file/dds_router_args, gossip publish_rate -> gossip_publish_rate",uncertain,Wrong config file loaded silently by an included launch.,common/ros_packages/coordination/coordination_bringup/launch/gossip.launch.xml; robot/ros_ws/src/autonomy_bringup/launch/interpolate_dds_router.launch.py; robot/ros_ws/src/autonomy_bringup/launch/interpolate_domain_bridge.launch.py,+109/-24 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-068,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/87a22f4b545660538ebcb7716b9bff4b1122cdce,87a22f4b545660538ebcb7716b9bff4b1122cdce,parameter,medium,unknown,low,[stack] ISAAC_SIM_HEADLESS was honored only by the multi-drone Isaac launch scripts; single-drone scripts ignored it,ISAAC_SIM_HEADLESS was honored only by the *_multi_* scripts,no,Sim launch option only.,simulation/isaac-sim/launch_scripts/barebones_pegasus_launch.py; simulation/isaac-sim/launch_scripts/example_multi_drone_scene_import.py; simulation/isaac-sim/launch_scripts/example_multi_px4_pegasus_launch_script.py; simulation/isaac-sim/launch_scripts/example_multi_px4_pegasus_natnet_launch_script.py; simulation/isaac-sim/launch_scripts/example_one_px4_pegasus_launch_script.py; simulation/isaac-sim/launch_scripts/example_one_px4_pegasus_natnet_launch_script.py; (+1 more),+616/-1054 (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-069,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/87a22f4b545660538ebcb7716b9bff4b1122cdce,87a22f4b545660538ebcb7716b9bff4b1122cdce,other,medium,unknown,low,[stack] livestream support existed only in the single-drone Isaac scripts; the isaac-sim-livestream service silently black-screened with multi-drone scripts,livestream existed only in the *_one_* scripts (so the isaac-sim-livestream service silently black-screened with multi scripts),no,Remote-viewing feature only.,simulation/isaac-sim/launch_scripts/barebones_pegasus_launch.py; simulation/isaac-sim/launch_scripts/example_multi_drone_scene_import.py; simulation/isaac-sim/launch_scripts/example_multi_px4_pegasus_launch_script.py; simulation/isaac-sim/launch_scripts/example_multi_px4_pegasus_natnet_launch_script.py; simulation/isaac-sim/launch_scripts/example_one_px4_pegasus_launch_script.py; simulation/isaac-sim/launch_scripts/example_one_px4_pegasus_natnet_launch_script.py; (+1 more),+616/-1054 (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-070,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/87a22f4b545660538ebcb7716b9bff4b1122cdce,87a22f4b545660538ebcb7716b9bff4b1122cdce,logic,medium,unknown,low,"[stack] barebones_pegasus_launch.py, the documented launch-script template, crashed with NameError because os was never imported",barebones_pegasus_launch.py (the documented template) crashed with a NameError (os never imported),no,Template script fails at start.,simulation/isaac-sim/launch_scripts/barebones_pegasus_launch.py; simulation/isaac-sim/launch_scripts/example_multi_drone_scene_import.py; simulation/isaac-sim/launch_scripts/example_multi_px4_pegasus_launch_script.py; simulation/isaac-sim/launch_scripts/example_multi_px4_pegasus_natnet_launch_script.py; simulation/isaac-sim/launch_scripts/example_one_px4_pegasus_launch_script.py; simulation/isaac-sim/launch_scripts/example_one_px4_pegasus_natnet_launch_script.py; (+1 more),+616/-1054 (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-071,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/a9f56b0a10d002ece6490fd3249ac54dc1ac9af1,a9f56b0a10d002ece6490fd3249ac54dc1ac9af1,logic,medium,unknown,low,[stack] doctor --live discovered only compose-replica robot containers; fleet-generated robot services were missed (same pattern as ready.sh),discover fleet-generated robot services (same pattern fix as ready.sh); ground-host tenants excluded,no,Diagnostic tool only.,tools/doctor/checks.py,+39/-9
AirStack-core,castacks/AirStack,AirStack-core-072,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/aa578de902220f1ec43c2dd18ace5d6b06904318,aa578de902220f1ec43c2dd18ace5d6b06904318,timing_clock,high,sim_interactive,low,[harness] landing phase timeout of 45 s against observed 45.1-45.2 s landings at 0.5 m/s produced coin-flip spurious landing failures,2026-08-20 runs show v=0.5 landings completing at 45.1-45.2s against a 45s send_goal cap: a coin flip producing spurious landing timeouts,no,Test timeout margin only.,tests/system/test_takeoff_hover_land.py,+9/-2
AirStack-core,castacks/AirStack,AirStack-core-073,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/af9bb1919b91770561985f2964a094568bdca823,af9bb1919b91770561985f2964a094568bdca823,logic,medium,unknown,low,"[stack] airstack up preflight validated .env only, so 'up --env-file overrides/...' bypassed every guard; NUM_ROBOTS>1 with the single-drone script silently gave 3 containers, 1 drone",fixing the historical guard bypass where 'up --env-file overrides/...' was checked against .env only ... (previously a silent 3-containers-1-drone failure),uncertain,Silent misconfiguration at bring-up; a multi-robot sim session would start with missing vehicles.,airstack.sh,+301/-13 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-074,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/b0541c15a67b5330d124b24eb4daf4d59ee00750,b0541c15a67b5330d124b24eb4daf4d59ee00750,other,high,unknown,low,[stack] module sync: a managed modules/<name> dir without .git (interrupted clone) made vcs import fail 'destination path already exists',A managed modules/<name> dir without .git (interrupted clone or partial remove) made vcs import fail with 'destination path already exists',no,Module-sync CLI only.,.airstack/modules/module.sh,+18/-0
AirStack-core,castacks/AirStack,AirStack-core-075,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/b2364b96ca540f2af9f1cf376f2af7f7b781afb4,b2364b96ca540f2af9f1cf376f2af7f7b781afb4,logic,medium,unknown,low,[harness] wiring snapshot counted bare-DDS phantom participants in the graph and read provenance via a git binary the tests container lacks,exclude _CREATED_BY_BARE_DDS_APP_ phantom participants ... source-sha provenance falls back to reading .git/HEAD directly (tests container has no git binary),no,Observability tool only.,tests/system/test_wiring_snapshot.py; tests/wiring_snapshot.py,+33/-4 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-076,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/b408ee7193b465b0793bdc972d929c2b72a9a765,b408ee7193b465b0793bdc972d929c2b72a9a765,timing_clock,high,sim_interactive,low,[harness] takeoff sent the instant px4_ready passed raced drone_safety_monitor's state-estimate watchdog after slow sim loads: 'Goal was rejected' / 'failed to arm',observed as 'Goal was rejected' and 'failed to arm' (three distinct race signatures on fleet runs; manual takeoff on the settled stack accepted fine),uncertain,Ordering race in the test client; a human operator waiting for the watchdog would not hit it.,tests/system/test_takeoff_hover_land.py,+26/-0
AirStack-core,castacks/AirStack,AirStack-core-077,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/efb7c868607089c4168cf6463be3e0976216489e,efb7c868607089c4168cf6463be3e0976216489e,parameter,high,sim_interactive,low,[harness] campaign matrix ignored the --fleet robot roster; a 3-robot campaign against a 1-robot fleet failed 'no odometry' for robots the fleet never declared,a 3-robot campaign against a 1-robot fleet failed on 'no odometry' for robots the fleet never declared,no,Test parametrization only.,tests/conftest.py,+11/-0 (listed files only) (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-078,2026-08-20,commit_msg,https://github.com/castacks/AirStack/commit/efb7c868607089c4168cf6463be3e0976216489e,efb7c868607089c4168cf6463be3e0976216489e,logic,high,sim_interactive,low,[stack] airstack ready matched only compose-replica container names; fleet-generated robot services were invisible and bring-up timed out with every container up,"ready.sh matched only compose replicas (-robot-); fleet-generated services (airstack-robot_N-1) were invisible, so heterogeneous bring-ups timed out at 'robot containers running' with all containers actually up",no,Readiness gate only; the stack itself was running.,.airstack/modules/ready.sh,+5/-2 (listed files only) (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-079,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/0a13f04c9eda0d9588a5387b3b8e453513a2c91a,0a13f04c9eda0d9588a5387b3b8e453513a2c91a,logic,medium,unknown,low,[stack] airstack ready built its gates from the robot_N naming pattern; fleets with other robot names false-timed-out after 10 minutes,ready gates built from the resolved robot NAME (non-robot_N fleets no longer 10-min false-timeout),no,Readiness gate only.,.airstack/modules/ready.sh,+70/-69 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-080,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/0b7b33d85bbcf4b4179582ff8a4a285e8f1e4693,0b7b33d85bbcf4b4179582ff8a4a285e8f1e4693,other,medium,unknown,low,"[stack] gcs, simple-sim and zed containers ran 'ssh service restart' (wrong invocation); sshd never started in those services",sshd actually starts (gcs/simple-sim/zed services ran 'ssh service restart'),no,Developer access only.,gcs/docker/gcs-base-docker-compose.yaml; simulation/isaac-sim/assets/scenes/local/1bfe5688f17c/SubUSDs/textures/MI_RackShield_01/Alum_Anodized_roughness.png; simulation/simple-sim/docker/docker-compose.yaml,+17/-5 (listed files only) (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-081,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/0b7b33d85bbcf4b4179582ff8a4a285e8f1e4693,0b7b33d85bbcf4b4179582ff8a4a285e8f1e4693,parameter,medium,unknown,low,[stack] multi-drone Isaac runs gave every PX4 the same GPS home; the GCS map stacked the whole fleet on one point,multi-drone runs get distinct PX4 GPS homes (PegasusApp anchors world_gps_origin for >1 drone ...) the GCS map no longer stacks the fleet on one point,uncertain,Multi-robot GCS geolocation wrong in sim; onboard autonomy unaffected.,simulation/isaac-sim/launch_scripts/fleet_spawn.py; simulation/isaac-sim/launch_scripts/gps_utils.py; simulation/isaac-sim/launch_scripts/pegasus_app.py,+29/-5 (listed files only) (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-082,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/8242ae85cbb550b17cb0dabf9be6786eba4bea34,8242ae85cbb550b17cb0dabf9be6786eba4bea34,timing_clock,medium,unknown,low,[harness] wiring-baseline capture settled before MAC-VO finished loading its model; the golden recorded an incomplete graph (golden-node wait added),"golden-node wait added (settle proves the graph stopped growing, not that it is complete — MAC-VO's model load raced the capture)",no,Baseline-capture tool only.,common/README.md; common/ros_packages/desktop_bringup/config/mavros_config.yaml; common/ros_packages/desktop_bringup/launch/gcs.launch.xml; common/ros_packages/desktop_bringup/launch/static_transforms.launch.xml; common/ros_packages/desktop_bringup/rviz/robot.rviz; robot/docker/.bashrc; (+56 more),+332/-31593 (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-083,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/8242ae85cbb550b17cb0dabf9be6786eba4bea34,8242ae85cbb550b17cb0dabf9be6786eba4bea34,remap_topic,medium,unknown,low,[stack] robot_name_map regex collapsed robots numbered 9 and above onto another robot's namespace and domain (robot 12 resolved as robot_2),robot_name_map regex: robots >=9 no longer collapse onto another robot's namespace/domain (robot 12 -> robot_2 before; contract-tested now),uncertain,Only a fleet of 9+ robots triggers it; then two robots share one namespace and DDS domain.,robot/docker/robot_name_map/default_robot_name_map.yaml,+1/-1 (listed files only) (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-084,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/8242ae85cbb550b17cb0dabf9be6786eba4bea34,8242ae85cbb550b17cb0dabf9be6786eba4bea34,parameter,medium,unknown,low,[stack] robot_interface_node hardcoded MAVROSInterface and silently discarded its 'interface' plugin parameter,"robot_interface_node honors its 'interface' plugin parameter (was hardcoded to MAVROSInterface, silently discarding the param)",uncertain,Any non-MAVROS interface plugin could not be selected; surfaces only when one is configured.,robot/ros_ws/src/interface/robot_interface/src/robot_interface_node.cpp,+3/-1 (listed files only) (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-085,2026-08-21,commit_msg,https://github.com/castacks/AirStack/commit/c9e3cf6eabed2d84d4c043bf05214baaddd63d7a,c9e3cf6eabed2d84d4c043bf05214baaddd63d7a,other,high,unknown,low,[stack] module remove failed on root-owned __pycache__/build files written by containers and left a partial dir that broke the next vcs import,Containers drop root-owned __pycache__/build debris into mounted module checkouts; plain rm then failed and left a partial dir that broke the next vcs import.,no,Module-sync CLI only.,.airstack/modules/module.sh,+13/-1
